index,objectid,site_id,name,active_flag,address_street,address_city,address_state,address_zip,city,county,cong_district,senate_district,house_district,huc8,watershed_name,site_url,activity,activity_list,mpca_id,mpca_id_list,program_code_list,program_name,program_name_list,industrial_classification,ic_flag,latitude,longitude,coord_collect_method_code,coord_collect_method_name,shape,geometry
72743,72711,138244,Hopkins System Improvements Phase 1,N,Address Unknown ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/138244,Construction Stormwater,Construction Stormwater,C00033260,C00033260,ST,Stormwater,Stormwater,,N,44.9508,-93.311,G8,GPS - Other,0101000020E610000096438B6CE75357C0B6847CD0B3794640,POINT (475467.5316020613 4977531.792538544)
45187,45149,191196,Mcgrann Property,Y,2774 W Lake of the Isles Pkwy ,Minneapolis,MN,55406,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/191196,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0005987,LS0005987,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9522288,-93.3126817,DM,Digitized - MPCA internal map,0101000020E6100000B1E31AFA025457C0982721A2E2794640,POINT (475335.48774585046 4977691.02288643)
107775,107761,192960,Simms Residence,Y,2770 Thomas Ave S ,Minneapolis,MN,55416,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/192960,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0019408,LS0019408,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9523692,-93.3140084,DM,Digitized - MPCA internal map,0101000020E6100000D62AB0B6185457C0DDDBE33BE7794640,POINT (475230.89734458184 4977707.023861486)
95440,95414,246568,Watson Residence,Y,2801 Benton Blvd ,Minneapolis,MN,55416-4326,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/246568,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0021455,LS0021455,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.95367279,-93.31578258,DM,Digitized - MPCA internal map,0101000020E6100000C76F23C8355457C04A1132F3117A4640,POINT (475091.5140708008 4977852.378465521)
72821,72790,150754,Burnham Road Bridge Rehabilitation,Y,Address Unknown ,Minneapolis,MN,55416,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/150754,Construction Stormwater,Construction Stormwater,C00040242,C00040242,ST,Stormwater,Stormwater,,N,44.956218,-93.317748,DP,Digitized - MPCA online map,0101000020E6100000A417B5FB555457C05BECF659657A4640,POINT (474937.59400741983 4978135.722372323)
175981,175977,147687,Romana Asher Residence,N,16 Park Ln ,Minneapolis,MN,55416,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/147687,Underground Tanks,Underground Tanks,TS0021163,TS0021163,TL,Tanks,Tanks,,N,44.9566393,-93.3195031,DM,Digitized - MPCA internal map,0101000020E61000001F5E21BD725457C0BFC81528737A4640,POINT (474799.344929994 4978183.067157651)
23465,23426,248499,Kenilworth Channel Naturalization and Shoreline Stabilization Project,Y, ,Minneapolis,MN,55405,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/248499,Construction Stormwater,Construction Stormwater,C00061298,C00061298,ST,Stormwater,Stormwater,,N,44.956902,-93.318767,DP,Digitized - MPCA online map,0101000020E6100000D102B4AD665457C00EBDC5C37B7A4640,POINT (474857.5193855751 4978212.021008266)
159470,159451,188743,Amoco Ss #5225,Y,2700 Hennepin Ave ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/188743,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",VP29160,VP29160,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9535067,-93.29808,DM,Digitized - MPCA internal map,0101000020E6100000DEE522BE135357C02982EE810C7A4640,POINT (476487.8012129994 4977828.641799188)
85548,85770,229600,Hennig Property,Y,2654 Colfax Ave S ,Minneapolis,MN,55408-1251,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/229600,Underground Tanks,Underground Tanks,TS0130508,TS0130508,TL,Tanks,Tanks,,N,44.95388251,-93.29223925,A1,Address Matching House Number,0101000020E6100000E256410CB45257C0945674D2187A4640,POINT (476948.6635483042 4977868.71187531)
24583,24548,189418,Walgreens #16361,Y,2650 Hennepin Ave ,Minneapolis,MN,55408-1149,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/189418,Multiple Activities,"Brownfields, Petroleum Brownfield; Brownfields, Voluntary Investigation and Cleanup; Hazardous Waste, Very small quantity generator; Petroleum Remediation, Leak Site",Multiple IDs,LS0015959; MNS000312336; PB5027; VP34180,HW; SR,Multiple Programs,Hazardous Waste; Investigation and Cleanup,Pharmacies and Drug Stores ,N,44.95394097,-93.2978857,DM,Digitized - MPCA internal map,0101000020E61000008CDC2E8F105357C0753BDABC1A7A4640,POINT (476503.30488326395 4977876.826937033)
1669,1641,32236,Animal Medical Science,Y,2603 Hennepin Ave ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/32236,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNS000200576,MNS000200576,HW,Hazardous Waste,Hazardous Waste,Veterinary Services ,N,44.9553686,-93.2966492,DM,Digitized - MPCA internal map,0101000020E61000009D18ED4CFC5257C00A50AE84497A4640,POINT (476601.4189890569 4978035.059544104)
88417,88395,197102,Embers Restaurant - Hennepin,Y,2600 Hennepin Ave ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/197102,Multiple Activities,"Brownfields, Voluntary Investigation and Cleanup; Petroleum Remediation, Leak Site",Multiple IDs,LS0015123; VP17120,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9553806,-93.2970163,DM,Digitized - MPCA internal map,0101000020E610000040B8A750025357C0CE1D58E9497A4640,POINT (476572.4683904433 4978036.4985984815)
13868,13825,19792,Jefferson Community School,Y,1200 W 26th St ,Minneapolis,MN,55405-3541,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/19792,Multiple Activities,"Hazardous Waste, Very small quantity generator; Underground Tanks",Multiple IDs,MNR000006478; TS0002330,HW; TL,Multiple Programs,Hazardous Waste; Tanks,Educational Services,N,44.9556684,-93.2943938,A1,Address Matching House Number,0101000020E61000004AC91759D75257C00BE99557537A4640,POINT (476779.4377115018 4978067.714761871)
41477,41441,33250,Print Shop The,Y,2544 Hennepin Ave ,Minneapolis,MN,55405-3548,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/33250,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000042184,MNR000042184,HW,Hazardous Waste,Hazardous Waste,,N,44.9559282,-93.2966185,DM,Digitized - MPCA internal map,0101000020E6100000DE3829CCFB5257C07E29F2DA5B7A4640,POINT (476604.068268709 4978097.214624578)
144316,144272,20750,Isles Dental Associates PA,Y,2534 Hennepin Ave ,Minneapolis,MN,55405,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/20750,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000010264,MNR000010264,HW,Hazardous Waste,Hazardous Waste,Offices of Dentists ,N,44.9559548,-93.296585,DM,Digitized - MPCA internal map,0101000020E6100000FCDEA63FFB5257C0243A15BA5C7A4640,POINT (476606.72142508486 4978100.15985532)
116326,116311,217402,Jefferson Community School,Y,1200 West 26th Street ,Minneapolis,MN,55405,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/217402,"Superfund, Superfund Program Non-listed Sites","Superfund, Superfund Program Non-listed Sites",SR0001458,SR0001458,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.955968,-93.29508,DP,Digitized - MPCA online map,0101000020E6100000096D3997E25257C0E202D0285D7A4640,POINT (476725.4343939472 4978101.193017761)
145490,145436,232976,2528 Hennepin,Y,2528 Hennepin Ave S ,Minneapolis,MN,55405-3548,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/232976,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0021196; TS0130670,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.95631955,-93.29671689,DM,Digitized - MPCA internal map,0101000020E610000022AED668FD5257C042E3D3AD687A4640,POINT (476596.46705241303 4978140.716683839)
87350,87330,16346,Lakes Clinic The,Y,2526 Hennepin Ave ,Minneapolis,MN,55405-3564,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/16346,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000011221,MNR000011221,HW,Hazardous Waste,Hazardous Waste,Health Services,N,44.956371,-93.2962665,A1,Address Matching House Number,0101000020E6100000A019C407F65257C0E1EB6B5D6A7A4640,POINT (476632.0124804575 4978146.30215616)
154144,154113,18352,Speedway 4024,Y,2501 Hennepin Ave ,Minneapolis,MN,55405,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/18352,Multiple Activities,"Hazardous Waste; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0009257; MN0000134056; TS0001639,HW; SR; TL,Multiple Programs,Hazardous Waste; Investigation and Cleanup; Tanks,Gasoline Stations with Convenience Stores ,N,44.9568489,-93.2953262,DM,Digitized - MPCA internal map,0101000020E6100000BAA9DC9FE65257C0565B56067A7A4640,POINT (476706.37225610716 4978199.1197376)
120449,120433,233828,Chop Room,Y,2508 Hennepin Ave ,Minneapolis,MN,55405,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/233828,Multiple Activities,"Brownfields, Voluntary Investigation and Cleanup; Site Assessment",Multiple IDs,BF0001469; SA0000651,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.95696901,-93.29598924,DM,Digitized - MPCA internal map,0101000020E61000002571DA7CF15257C0259EE4F57D7A4640,POINT (476654.1242440589 4978212.653053991)
94265,94238,14038,Osman Cleaner,Y,2500 Hennepin Ave ,Minneapolis,MN,55405-3564,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/14038,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000025114,MNR000025114,HW,Hazardous Waste,Hazardous Waste,Drycleaning and Laundry Services (except Coin-Operated) ,N,44.9572113,-93.2957324,DM,Digitized - MPCA internal map,0101000020E610000087979647ED5257C04A6E5EE6857A4640,POINT (476674.4805999327 4978239.494248115)
15386,15343,26700,Kenwood Chiropractic Arts,Y,1311 W 25th St ,Minneapolis,MN,55405-2696,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/26700,Hazardous Waste,Hazardous Waste,MNR000009365,MNR000009365,HW,Hazardous Waste,Hazardous Waste,Offices of Chiropractors ,N,44.957253,-93.2960202,DM,Digitized - MPCA internal map,0101000020E6100000257DB5FEF15257C0BB7F2C44877A4640,POINT (476651.79766622913 4978244.209400491)
170559,170549,187064,Bowman Property,Y,2447 Bryant Ave ,Minneapolis,MN,55405,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/187064,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0016758,LS0016758,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9575706,-93.2901219,DM,Digitized - MPCA internal map,0101000020E61000009E16725B915257C0384E65AC917A4640,POINT (477117.14499241975 4978277.808597717)
45504,45464,23599,Nevens Co Cleaners & Launderers,N,2453 Hennepin Ave ,Minneapolis,MN,55405-2605,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/23599,Hazardous Waste,Hazardous Waste,MNNONDC492,MNNONDC492,HW,Hazardous Waste,Hazardous Waste,,N,44.9576195,-93.2947933,DM,Digitized - MPCA internal map,0101000020E61000001DA5B7E4DD5257C085419946937A4640,POINT (476748.71610310505 4978284.569945465)
176207,176202,212599,Akins Hennepin Property,Y,2441 Hennepin Ave ,Minneapolis,MN,55405-2605,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/212599,Multiple Activities,"Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup; Petroleum Remediation, Leak Site",Multiple IDs,BF0000011; LS0020079,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.95765723,-93.29492161,DM,Digitized - MPCA internal map,0101000020E61000005B75E3FEDF5257C061D01983947A4640,POINT (476738.61115065916 4978288.798045592)
1424,1400,247341,Uptown 7 LLC,Y,2434 Dupont Ave S ,Minneapolis,MN,55405-2767,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/247341,Aboveground Tanks,Aboveground Tanks,TS0131003,TS0131003,TL,Tanks,Tanks,,N,44.95774196,-93.29349993,A1,Address Matching House Number,0101000020E61000009C2EEEB3C85257C07D1ADE49977A4640,POINT (476850.7776844499 4978297.803442116)
11724,11685,105931,Holiday Stationstore #209,Y,2448 Hennepin Ave ,Minneapolis,MN,55405,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/105931,Underground Tanks,Underground Tanks,TS0002155,TS0002155,TL,Tanks,Tanks,,N,44.9578443,-93.2954915,DM,Digitized - MPCA internal map,0101000020E6100000BE2F2E55E95257C07B945BA49A7A4640,POINT (476693.7379793211 4978309.742665984)
81524,81512,250231,Eat Street Crossing,Y,2819 Nicollet Ave ,Minneapolis,MN,55408-2329,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/250231,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0021687; TS0131130,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.95116589,-93.2775216,DM,Digitized - MPCA internal map,0101000020E6100000C0FBF4E9C25157C0744FCBCDBF794640,POINT (478108.53250784695 4977562.853296479)
136120,136091,31682,A Plus Auto Repair,Y,2835 1st Ave S ,Minneapolis,MN,55408-2351,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/31682,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000020842,MNR000020842,HW,Hazardous Waste,Hazardous Waste,,N,44.9512023,-93.2763923,A1,Address Matching House Number,0101000020E610000070575469B05157C0A33039FFC0794640,POINT (478197.62781692273 4977566.593645671)
174647,174638,187773,HHS Addition,Y,See Location Description ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/187773,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",VP25160,VP25160,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.95132,-93.278819,IO,Interpolation Other,0101000020E610000038A0A52BD85157C0EF0390DAC4794640,POINT (478006.2499088289 4977580.32393304)
159479,159460,186592,Hennepin Healthcare System Inc,Y,SW of W28th St and Nicollet Ave S ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/186592,"Brownfields, Petroleum Brownfield","Brownfields, Petroleum Brownfield",PB3773,PB3773,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9513694,-93.2785156,DM,Digitized - MPCA internal map,0101000020E6100000415B1833D35157C023B5F578C6794640,POINT (478030.20154109265 4977585.72933618)
45139,45100,190783,Proposed HHS Clinic,Y,11 28th St W ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/190783,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0017509,LS0017509,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9513786,-93.278534,DM,Digitized - MPCA internal map,0101000020E6100000BD344580D35157C0A08E22C6C6794640,POINT (478028.7536333641 4977586.756316131)
38025,37987,127799,Hennepin County Medical Center Whittier Clinic,Y,2810 Nicollet Ave ,Minneapolis,MN,55408-4708,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/127799,Multiple Activities,"Construction Stormwater; Hazardous Waste, Very small quantity generator",Multiple IDs,C00027243; MNS000162859,HW; ST,Multiple Programs,Hazardous Waste; Stormwater,Pharmacies and Drug Stores ; Offices of Physicians; All Other Outpatient Care Centers ,N,44.9516645,-93.2785942,DM,Digitized - MPCA internal map,0101000020E6100000BD76C47CD45157C0D1217024D0794640,POINT (478024.11426510464 4977618.532201061)
145755,145695,19160,Heng 1 Hour Photo Inc,N,2750 Nicollet Ave S Ste 120 ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/19160,Hazardous Waste,Hazardous Waste,MNR000057695,MNR000057695,HW,Hazardous Waste,Hazardous Waste,One-Hour Photofinishing ,N,44.9521134,-93.2779576,DM,Digitized - MPCA internal map,0101000020E61000002D6BAC0ECA5157C0AC8A15DADE794640,POINT (478074.5013896435 4977668.226482107)
77626,77606,19485,Frenz Brake Service Inc DBA Green Garage,Y,2749 Nicollet Ave ,Minneapolis,MN,55408-1631,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/19485,"Hazardous Waste, Minimal quantity generator","Hazardous Waste, Minimal quantity generator",MND022895288,MND022895288,HW,Hazardous Waste,Hazardous Waste,General Automotive Repair ; Other Automotive Mechanical and Electrical Repair and Maintenance ,N,44.9521249,-93.2774744,DM,Digitized - MPCA internal map,0101000020E61000008B5EFC23C25157C0889A8D3ADF794640,POINT (478112.6209486617 4977669.373413816)
128329,128305,116633,Frenz Brake Service Inc,N,2749 Nicollet Ave S ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/116633,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0002020; TS0012224,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.9521352,-93.2774745,DM,Digitized - MPCA internal map,0101000020E610000055BE6724C25157C06AAFF490DF794640,POINT (478112.6169830459 4977670.517629673)
141368,141321,226146,Simpson Housing,Y,2734 & 2740 1st Ave S ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/226146,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",BF0000920,BF0000920,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.952193,-93.276982,DW,Digitized - Web Map Google / Yahoo / Microsoft,0101000020E61000002AE5B512BA5157C0753DD175E1794640,POINT (478151.48771146435 4977676.805577742)
136668,136639,108934,LOON EXPRESS,Y,2801 Lyndale Ave S ,Minneapolis,MN,55408-2109,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/108934,Multiple Activities,"Aboveground Tanks; Hazardous Waste, Very small quantity generator; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0001772; MNS000319824; TS0002001,HW; SR; TL,Multiple Programs,Hazardous Waste; Investigation and Cleanup; Tanks,Gasoline Stations with Convenience Stores ,N,44.9516983,-93.28752,DM,Digitized - MPCA internal map,0101000020E61000008A3C49BA665257C05314F93FD1794640,POINT (477320.04829882126 4977624.745038569)
129041,129014,17584,Nelson's Auto Repair,Y,2809 Lyndale Ave S ,Minneapolis,MN,55408-2109,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/17584,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MND022897888,MND022897888,HW,Hazardous Waste,Hazardous Waste,General Automotive Repair ,N,44.9519746,-93.2878951,DP,Digitized - MPCA online map,0101000020E61000006FCB91DF6C5257C0B4CFBE4DDA794640,POINT (477290.56907466665 4977655.543181118)
15308,15270,17499,Hagen's Body Shop,Y,2800 Lyndale Ave S ,Minneapolis,MN,55408-2156,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/17499,Multiple Activities,"Air Quality; Hazardous Waste, Small quantity generator",Multiple IDs,05301177; MND041781964,AQ; HW,Multiple Programs,Air Quality; Hazardous Waste,"All Other Miscellaneous Store Retailers (except Tobacco Stores) ; Automotive Body, Paint, and Interior Repair and Maintenance ",N,44.9519753,-93.2881873,A1,Address Matching House Number,0101000020E6100000D82725A9715257C0C60C9E53DA794640,POINT (477267.5203400918 4977655.7028286345)
114757,114742,195457,Former Lyndale Ave Gas Station,Y,2752 Lyndale Ave S ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/195457,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0017460,LS0017460,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9522428,-93.2884361,DM,Digitized - MPCA internal map,0101000020E6100000171FB0BC755257C0FDEC9117E3794640,POINT (477248.0006428216 4977685.488205858)
124522,124499,192046,Lyndale Avenue Gas Station,Y,2752 Lyndale Ave S ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/192046,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",VP25600,VP25600,SR,Investigation and Cleanup,Investigation and Cleanup,,Y,44.952244,-93.2884347,DM,Digitized - MPCA internal map,0101000020E610000005E2D0B6755257C0F7E7A221E3794640,POINT (477248.1115506061 4977685.621116552)
159090,159070,116593,Salem Lutheran Church,Y,610 W 28th St ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/116593,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0017505; TS0017130,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.9522961,-93.2869589,DM,Digitized - MPCA internal map,0101000020E6100000F4B2DC885D5257C0DECDAED6E4794640,POINT (477364.5440185121 4977690.995624136)
116567,116549,17741,John Salisbury,Y,2744 Lyndale Ave S ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/17741,Multiple Activities,"Hazardous Waste; Petroleum Remediation, Leak Site",Multiple IDs,LS0017949; MNS000195685,HW; SR,Multiple Programs,Hazardous Waste; Investigation and Cleanup,Lessors of Other Real Estate Property ,N,44.9524513,-93.2882992,DM,Digitized - MPCA internal map,0101000020E6100000A1DD7C7E735257C02F4498ECE9794640,POINT (477258.88188272546 4977708.611293059)
58632,58587,112066,Minneapolis Artifical Limb Co,N,2728 Lyndale Ave S ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,61.0,61A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/112066,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0009495; TS0012709,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.9530087,-93.2882834,DM,Digitized - MPCA internal map,0101000020E6100000B3BE373C735257C0D8A66730FC794640,POINT (477260.3487055641 4977770.526375744)
27270,27237,187814,2717 & 2723 Lyndale Avenue South,Y,See Location Description ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/187814,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",VP28330,VP28330,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9531286,-93.2875461,IO,Interpolation Other,0101000020E6100000E9E5C127675257C0EEF0321E007A4640,POINT (477318.5538946936 4977783.639092663)
48256,48219,21151,Flanders Brothers Bike Shop,Y,2707 Lyndale Ave S ,Minneapolis,MN,55408-1302,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/21151,"Hazardous Waste, Minimal quantity generator","Hazardous Waste, Minimal quantity generator",MND071498182,MND071498182,HW,Hazardous Waste,Hazardous Waste,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,N,44.9535328,-93.2876582,DM,Digitized - MPCA internal map,0101000020E6100000475BF0FD685257C0E7D4DF5C0D7A4640,POINT (477309.87108044105 4977828.571554943)
105981,105966,109323,Commercial Retail Property,N,2570 Nicollet Ave S ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/109323,Underground Tanks,Underground Tanks,TS0124195,TS0124195,TL,Tanks,Tanks,,N,44.9521977,-93.2781448,DM,Digitized - MPCA internal map,0101000020E61000005CE3D81FCD5157C0C8693E9DE1794640,POINT (478059.7670933314 4977677.64169955)
51785,51745,130364,Former Pilgrim Cleaners,N,2750 Nicollet Ave ,Minneapolis,MN,55408,Minneapolis,Hennepin,5.0,62.0,62A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/130364,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0013149; LS0013314; TS0021385,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.9523127,-93.27824,DM,Digitized - MPCA internal map,0101000020E6100000191C25AFCE5157C06108EF61E5794640,POINT (478052.30157164583 4977690.44239126)
