index,objectid,site_id,name,active_flag,address_street,address_city,address_state,address_zip,city,county,cong_district,senate_district,house_district,huc8,watershed_name,site_url,activity,activity_list,mpca_id,mpca_id_list,program_code_list,program_name,program_name_list,industrial_classification,ic_flag,latitude,longitude,coord_collect_method_code,coord_collect_method_name,shape,geometry
75611,75583,140705,QJKL12-0001 Repair Aircraft Parking Apro,N,760 Military Hwy ,Minneapolis,MN,55450-2100,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/140705,Construction Stormwater,Construction Stormwater,C00035292,C00035292,ST,Stormwater,Stormwater,,N,44.8935,-93.2132,I2,Digitized-DOQ,0101000020E610000076E09C11A54D57C0EE7C3F355E724640,POINT (483165.49909060646 4971141.634339625)
106234,106219,139389,QJKL11-003 Repair Aircraft Parking Apron,N,Address Unknown ,Minneapolis,MN,55450,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/139389,Construction Stormwater,Construction Stormwater,C00031980,C00031980,ST,Stormwater,Stormwater,,N,44.8935,-93.2138,G8,GPS - Other,0101000020E6100000A1F831E6AE4D57C0EE7C3F355E724640,POINT (483118.1220956432 4971141.759119675)
16103,16066,135722,Shelter Construction,Y,5732 15th Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/135722,Hazardous Waste,Hazardous Waste,MNS000155143,MNS000155143,HW,Hazardous Waste,Hazardous Waste,General Automotive Repair ,N,44.8985121,-93.2541044,DM,Digitized - MPCA internal map,0101000020E610000043F1193F435057C0B747CA7102734640,POINT (479937.36970825517 4971707.711760689)
19166,19123,206177,Jury Residence,Y,5400 Edgewater Blvd ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/206177,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0019747,LS0019747,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9049718,-93.2545391,DM,Digitized - MPCA internal map,0101000020E610000069835D5E4A5057C0B066AE1DD6734640,POINT (479905.3036997887 4972425.396966307)
112200,112185,249602,Kamer Property,Y,1530 E 54th St ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/249602,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0021614,LS0021614,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.90550219,-93.25203694,DM,Digitized - MPCA internal map,0101000020E6100000C5AB8B5F215057C0D140EA7EE7734640,POINT (480103.0206357692 4972483.699014449)
44125,44082,16183,Nokomis Chiropractic Center Pa,Y,5204 Bloomington Ave ,Minneapolis,MN,55417-1820,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/16183,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000007310,MNR000007310,HW,Hazardous Waste,Hazardous Waste,Health Services,N,44.9086771,-93.2526246,DM,Digitized - MPCA internal map,0101000020E610000091CA5E002B5057C0E38FFD874F744640,POINT (480057.72838782764 4972836.529394126)
39816,39781,227800,Bill Kelly House,Y,3104 E 58th St ,Minneapolis,MN,55417-2800,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/227800,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNS000325760,MNS000325760,HW,Hazardous Waste,Hazardous Waste,Residential Mental Health and Substance Abuse Facilities ,N,44.89817352,-93.22701908,A1,Address Matching House Number,0101000020E6100000C10A097B874E57C040449359F7724640,POINT (482075.7768659012 4971663.755917014)
77289,77267,213191,Bossen Field Park,Y,5601 28th Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/213191,Construction Stormwater,Construction Stormwater,C00043710,C00043710,ST,Stormwater,Stormwater,,N,44.899843,-93.229844,DP,Digitized - MPCA online map,0101000020E6100000A3CB9BC3B54E57C06B44300E2E734640,POINT (481853.260944825 4971849.839021967)
57589,57545,193722,BOSSEN FIELD,Y,5601 28th Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/193722,"Superfund, Superfund Program Non-listed Sites","Superfund, Superfund Program Non-listed Sites",SR0001386,SR0001386,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.899897,-93.22976,G9,GPS - Unknown,0101000020E6100000747B4963B44E57C05F622CD32F734640,POINT (481859.91001227667 4971855.818825068)
174243,174234,107689,Sidal Realty,N,5717 31st Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/107689,Underground Tanks,Underground Tanks,TS0013046,TS0013046,TL,Tanks,Tanks,,N,44.9000229,-93.2267528,DM,Digitized - MPCA internal map,0101000020E6100000B1112D1E834E57C057934CF333734640,POINT (482097.37629096175 4971869.135906473)
78360,78344,131608,Crosstown Covenant Church,N,5540 30th Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/131608,Hazardous Waste,Hazardous Waste,MNS000173609,MNS000173609,HW,Hazardous Waste,Hazardous Waste,Religious Organizations ,N,44.9022649,-93.230093,DM,Digitized - MPCA internal map,0101000020E61000007782FDD7B94E57C013EA8E6A7D734640,POINT (481834.3660729954 4972118.932241371)
78755,78741,246447,Wenonah West Lift Station,Y,5370 29th Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/246447,Construction Stormwater,Construction Stormwater,Multiple IDs,C00059369; CS-gen,ST,Stormwater,Stormwater,,N,44.905318,-93.231118,DP,Digitized - MPCA online map,0101000020E610000015E126A3CA4E57C0753DD175E1734640,POINT (481754.41067042423 4972458.317097994)
85264,85249,114912,Lock & Dam #1,Y,5000 River Pkwy ,Minneapolis,MN,55417-1681,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/114912,Multiple Activities,"Aboveground Tanks; Hazardous Waste, Minimal quantity generator; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0010879; MN1210890454; MNS000322248; TS0003244; TS0054605,HW; SR; TL,Multiple Programs,Hazardous Waste; Investigation and Cleanup; Tanks,Lessors of Other Real Estate Property ,N,44.9070552,-93.23074825,Z1,Zip Code Centroid,0101000020E6100000FED64E94C44E57C058D581621A744640,POINT (481784.1506676516 4972651.211461828)
24426,24393,137845,Keewaydin School Addition - Package #1,Y,5209 30th Ave South ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/137845,Construction Stormwater,Construction Stormwater,C00034091,C00034091,ST,Stormwater,Stormwater,,N,44.90765,-93.22912,DP,Digitized - MPCA online map,0101000020E610000002B7EEE6A94E57C0711B0DE02D744640,POINT (481912.8766803024 4972716.920421051)
111899,111883,147597,Saint Kevins School,N,5752 27th Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/147597,Underground Tanks,Underground Tanks,TS0014907,TS0014907,TL,Tanks,Tanks,,N,44.8989295,-93.2337184,A1,Address Matching House Number,0101000020E61000004D1E053EF54E57C06FF4311F10734640,POINT (481547.07273799524 4971749.237277616)
16441,16402,216051,Looking Good Decorating,Y,5657 26th Ave S ,Minneapolis,MN,55417-2742,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/216051,Hazardous Waste,Hazardous Waste,MNS000311168,MNS000311168,HW,Hazardous Waste,Hazardous Waste,Painting and Wall Covering Contractors,N,44.900153,-93.235259,DP,Digitized - MPCA online map,0101000020E6100000BDC5C37B0E4F57C0BA32A83638734640,POINT (481425.83070414164 4971885.5019253185)
6336,6300,103781,Wenonah Elementary School,Y,5625 23rd Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/103781,Multiple Activities,"Brownfields, Voluntary Investigation and Cleanup; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0001497; TS0002450; VP8660,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.90073517,-93.23808595,I1,Digitized-DRG,0101000020E6100000C638DACC3C4F57C0E5C0404A4B734640,POINT (481202.825962873 4971950.824058335)
117640,117623,188713,Former Kunz Oil Company,Y,5556 5558 28th Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/188713,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0008097,LS0008097,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.90185764,-93.23270833,I2,Digitized-DOQ,0101000020E6100000D5B67AB1E44E57C050B9361270734640,POINT (481627.75670965615 4972074.281071162)
95368,95342,222321,Charles FINCK PAINTING LLC,Y,5552 24th Ave S ,Minneapolis,MN,55417-1912,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/222321,Hazardous Waste,Hazardous Waste,MNS000318312,MNS000318312,HW,Hazardous Waste,Hazardous Waste,Painting and Wall Covering Contractors,N,44.90253113,-93.23749629,A1,Address Matching House Number,0101000020E61000002A9EA323334F57C0687CDB2386734640,POINT (481249.96573702234 4972150.192237945)
29483,29458,87393,Landscape Restoration at North Mississip,Y,4900 Mississippi Ct ,Minneapolis,MN,55430,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/87393,Construction Stormwater,Construction Stormwater,C00013016,C00013016,ST,Stormwater,Stormwater,,N,44.903868,-93.234878,A1,Address Matching House Number,0101000020E61000003123BC3D084F57C052F355F2B1734640,POINT (481457.10857116623 4972298.096586891)
133980,133949,124062,East 50th St Reconstruction,N,See Location Description ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/124062,Construction Stormwater,Construction Stormwater,C00021798,C00021798,ST,Stormwater,Stormwater,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
118440,118420,95541,Fort Snelling Federal Credit Union,N,See Location Description ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/95541,Construction Stormwater,Construction Stormwater,C00016420,C00016420,ST,Stormwater,Stormwater,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
92146,92122,104172,SP 027-603-034,N,See Location Description ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/104172,Construction Stormwater,Construction Stormwater,C00017378,C00017378,ST,Stormwater,Stormwater,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
96912,96885,109053,Mndot,N,5837 Minnehaha Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/109053,Multiple Activities,Aboveground Tanks; Underground Tanks,TS0122098,TS0122098,TL,Tanks,Tanks,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
54773,54726,191475,58th & Cedar Dump,Y,See location description ,Minneapolis,MN,55416,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/191475,Site Assessment,Site Assessment,SA0007688,SA0007688,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.89746522,-93.24550106,I1,Digitized-DRG,0101000020E610000055F5134AB64F57C04699EC23E0724640,POINT (480616.28900620405 4971589.327027914)
122108,122088,21721,Mr Tune Up,Y,5602 Cedar Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/21721,Multiple Activities,"Brownfields, Petroleum Brownfield; Brownfields, Voluntary Investigation and Cleanup; Hazardous Waste; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0014644; LS0019740; MND078688462; PB4735; PB4741; TS0020807; VP32350,HW; SR; TL,Multiple Programs,Hazardous Waste; Investigation and Cleanup; Tanks,General Automotive Repair ,N,44.9007056,-93.2476,DM,Digitized - MPCA internal map,0101000020E6100000569FABADD84F57C07BA933524A734640,POINT (480451.6651480429 4971949.789392717)
27469,27436,231562,Lake Nokomis Shoreline Enhancement,Y,4810 E Lake Nokomis Parkway ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/231562,Construction Stormwater,Construction Stormwater,C00054459,C00054459,ST,Stormwater,Stormwater,,N,44.915495,-93.239626,DP,Digitized - MPCA online map,0101000020E61000005D514A08564F57C06553AEF02E754640,POINT (481086.0885047429 4973590.784184423)
147184,147130,21593,Waynes Union Oil,Y,4745 Cedar Ave S ,Minneapolis,MN,55407-3633,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/21593,Multiple Activities,"Hazardous Waste; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0011670; MND981525835; TS0015095,HW; SR; TL,Multiple Programs,Hazardous Waste; Investigation and Cleanup; Tanks,,N,44.9165448,-93.2468076,DM,Digitized - MPCA internal map,0101000020E6100000DF991AB2CB4F57C0D0A80A5751754640,POINT (480519.5896065126 4973709.102867059)
5773,5734,18498,Speedway 4161,Y,4740 Cedar Ave S ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/18498,Multiple Activities,"Hazardous Waste; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0007220; LS0017468; MN0000453480; TS0001528,HW; SR; TL,Multiple Programs,Hazardous Waste; Investigation and Cleanup; Tanks,Gasoline Stations with Convenience Stores ,N,44.916724,-93.2476658,DM,Digitized - MPCA internal map,0101000020E61000009CD5A7C1D94F57C0AABA473657754640,POINT (480451.91273184115 4973729.216033831)
44089,44046,21372,Hiawatha Service Center,Y,4757 Longfellow Ave ,Minneapolis,MN,55407-3682,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/21372,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000034975,MNR000034975,HW,Hazardous Waste,Hazardous Waste,,N,44.9168405,-93.2459427,A1,Address Matching House Number,0101000020E6100000284C7386BD4F57C0FB928D075B754640,POINT (480587.9559940101 4973741.743354173)
170162,170156,105916,Mprb Hiawatha Services Center,Y,4757 Longfellow Ave S ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/105916,Multiple Activities,"Aboveground Tanks; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0010096; TS0002126,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.9168751,-93.2459467,A1,Address Matching House Number,0101000020E6100000C9433A97BD4F57C02482CC295C754640,POINT (480587.65195163427 4973745.587873461)
133039,133012,232363,Nokomis Mixed Use,Y,4715 Cedar Avenue South 4712 Longfellow Avenue,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/232363,"Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup","Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup",BF0001293,BF0001293,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.917,-93.2467,DW,Digitized - Web Map Google / Yahoo / Microsoft,0101000020E610000016FBCBEEC94F57C04C37894160754640,POINT (480528.23656326655 4973759.64316767)
107435,107422,114211,Bosen Terrace Apartment,N,2510 Bosen Terrace ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/114211,Underground Tanks,Underground Tanks,TS0013047,TS0013047,TL,Tanks,Tanks,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
13045,13005,95215,Chicago Commons,Y,See Location Description ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/95215,Construction Stormwater,Construction Stormwater,C00013930,C00013930,ST,Stormwater,Stormwater,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
61347,61303,105206,Bush Terrace Condos,Y,4014 15th Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/105206,Underground Tanks,Underground Tanks,TS0002052,TS0002052,TL,Tanks,Tanks,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
88411,88389,187457,Sovereign Grounds,Y,809 thru 815 48th St E ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/187457,"Brownfields, Petroleum Brownfield","Brownfields, Petroleum Brownfield",PB4391,PB4391,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
25466,25436,94844,SP 2725-58 Landscaping,N,See Location Description ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/94844,Construction Stormwater,Construction Stormwater,C00016385,C00016385,ST,Stormwater,Stormwater,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
123905,123883,83418,Mill Quarter Municipal Parking/Parcel D,N,See Location Description ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/83418,Construction Stormwater,Construction Stormwater,C00013985,C00013985,ST,Stormwater,Stormwater,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
94260,94233,17422,Hennepin County Minnehaha Park,N,51st & Minnehaha Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/17422,Hazardous Waste,Hazardous Waste,MN0000200709,MN0000200709,HW,Hazardous Waste,Hazardous Waste,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
34071,34041,145822,Minnesota Veterans Home Bldg 17 North,Y,Address Unknown ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/145822,Construction Stormwater,Construction Stormwater,C00037529,C00037529,ST,Stormwater,Stormwater,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
108676,108660,96233,Gravesite Expansion/Improvements,N,See Location Description ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/96233,Construction Stormwater,Construction Stormwater,C00015690,C00015690,ST,Stormwater,Stormwater,,N,44.90446352,-93.23511915,Z1,Zip Code Centroid,0101000020E610000074FA30310C4F57C09B69EB75C5734640,POINT (481438.262473282 4972364.305322592)
106841,106827,32244,Apex Pest Control Company,Y,5228 Shoreview Ave ,Minneapolis,MN,55417-1938,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/32244,Hazardous Waste,Hazardous Waste,MND982427775,MND982427775,HW,Hazardous Waste,Hazardous Waste,,N,44.9076289,-93.2351069,A1,Address Matching House Number,0101000020E610000018A4CFFD0B4F57C0C5330D2F2D744640,POINT (481440.2505023373 4972715.929952873)
127762,127727,33412,Minneapolis Schools Keewaydin,Y,5209 30th Ave S ,Minneapolis,MN,55417-2003,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/33412,Multiple Activities,"Hazardous Waste, Very small quantity generator; Underground Tanks",Multiple IDs,MNR000032961; TS0002331,HW; TL,Multiple Programs,Hazardous Waste; Tanks,Educational Services,N,44.9087408,-93.2294117,A1,Address Matching House Number,0101000020E6100000773469AEAE4E57C03B45589E51744640,POINT (481890.1925341928 4972838.15753579)
79643,79628,117689,Lake Nokomis Lutheran Church,N,5011 31st Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/117689,Underground Tanks,Underground Tanks,TS0017592,TS0017592,TL,Tanks,Tanks,,N,44.9120646,-93.2270094,A1,Address Matching House Number,0101000020E61000009D386F52874E57C06F6B6688BE744640,POINT (482080.86710533564 4973206.84945399)
37083,37047,220855,White Crane Design Build,Y,5001 28th Ave S ,Minneapolis,MN,55417-1324,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/220855,Hazardous Waste,Hazardous Waste,MNS000314768,MNS000314768,HW,Hazardous Waste,Hazardous Waste,Residential Remodelers ,N,44.912425,-93.231944,DP,Digitized - MPCA online map,0101000020E610000038A0A52BD84E57C0C286A757CA744640,POINT (481691.46323576954 4973247.98754759)
53761,53714,16187,Nokomis Service Center,Y,2810 50th St E ,Minneapolis,MN,55417-1338,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/16187,"Hazardous Waste, Minimal quantity generator","Hazardous Waste, Minimal quantity generator",MND981802614,MND981802614,HW,Hazardous Waste,Hazardous Waste,Gasoline Stations with Convenience Stores ,N,44.9125458,-93.2319862,A1,Address Matching House Number,0101000020E6100000E487A5DCD84E57C0138DFF4CCE744640,POINT (481688.1705981311 4973261.416210449)
142235,142200,117713,Nokomis Service Center,N,2810 E 50th St ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/117713,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0015005; TS0122730,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.9126555,-93.2320426,A1,Address Matching House Number,0101000020E6100000D89134C9D94E57C0DC813AE5D1744640,POINT (481683.75355843455 4973273.6150352005)
76173,76144,19336,Palmquist James R Dds,Y,4945 28th Ave S ,Minneapolis,MN,55417-1322,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/19336,Hazardous Waste,Hazardous Waste,MNR000007807,MNR000007807,HW,Hazardous Waste,Hazardous Waste,Health Services,N,44.9134773,-93.2320286,A1,Address Matching House Number,0101000020E6100000262F7C8ED94E57C0B691FCD2EC744640,POINT (481685.120272255 4973364.901949021)
30221,30189,231329,28th Ave. S. Bridge Replacement & Trail Improvements,Y, ,Minneapolis,MN,55401,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/231329,Construction Stormwater,Construction Stormwater,C00054328,C00054328,ST,Stormwater,Stormwater,,N,44.918292,-93.232187,DP,Digitized - MPCA online map,0101000020E61000009BE3DC26DC4E57C0D7169E978A754640,POINT (481674.15095788153 4973899.781458297)
45132,45093,193518,4517 30th Avenue South,Y,4517 30th Ave S ,Minneapolis,MN,55406,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/193518,Site Assessment,Site Assessment,SA0000197,SA0000197,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9207158,-93.2291781,DM,Digitized - MPCA internal map,0101000020E6100000671D9FDAAA4E57C08BF4EC03DA754640,POINT (481912.3985980085 4974168.35483336)
127672,127640,20879,Minneapolis Schools Ericsson,Y,4315 31st Ave S ,Minneapolis,MN,55406-3801,Minneapolis,Hennepin,5.0,63.0,63A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/20879,Multiple Activities,"Hazardous Waste, Very small quantity generator; Underground Tanks",Multiple IDs,MNR000022905; TS0002320,HW; TL,Multiple Programs,Hazardous Waste; Tanks,Educational Services,N,44.9247684,-93.2267068,A1,Address Matching House Number,0101000020E6100000F9F13C5D824E57C0E72F99CF5E764640,POINT (482108.7050593784 4974617.992136648)
52488,52441,32548,Beason Motors,N,4301 30th Ave S ,Minneapolis,MN,55406-3710,Minneapolis,Hennepin,5.0,63.0,63A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/32548,Hazardous Waste,Hazardous Waste,PW5103029034,PW5103029034,HW,Hazardous Waste,Hazardous Waste,,N,44.9250117,-93.2294518,A1,Address Matching House Number,0101000020E610000089409A56AF4E57C06CF58BC866764640,POINT (481892.14964821027 4974645.62905802)
